Nom,Sexe,Âge,Département,Fonction,Service,Date d'embauche,Salaire de base,Prime,Statut,Salaire total
Élise Bigot,Femme,52,Atlantique,RH,Technique,10/29/2019,464287.88,69296.11,Consultant,533583.99
Nicolas Perrier-Rodriguez,Homme,37,Atlantique,Commercial,Commercial,5/25/2016,171716.86,22263.1,CDI,193979.96
Emmanuel Bonnet,Femme,60,Zou,Manager,Support,8/2/2021,148298.99,24415.16,CDI,172714.15
Dorothée-Jacqueline Roussel,Homme,29,Atacora,Manager,RH,4/16/2017,310851.69,4065.88,Stage,314917.57
Christelle Rolland,Femme,39,Borgou,Comptable,RH,1/19/2017,162082.26,27588.98,Consultant,189671.24000000002
Gilles-Honoré Weber,Homme,35,Borgou,Développeur,Commercial,8/17/2016,428873.61,20219.8,Consultant,449093.41
Laurent Samson,Femme,36,Atlantique,Manager,Commercial,2/28/2018,141216.78,33180.92,Consultant,174397.7
Vincent Garcia,Femme,49,Donga,Manager,IT,11/9/2016,85245.58,24266.45,CDD,109512.03
Alfred Masse,Femme,52,Alibori,Technicien,IT,7/3/2016,318457.05,70919.92,Consultant,389376.97
Colette Germain,Homme,31,Atlantique,Commercial,IT,1/3/2024,357937.75,33998.28,Stage,391936.03
Thierry Renard,Femme,57,Atlantique,Manager,IT,10/28/2020,234268.29,65162.57,CDD,299430.86
André Antoine-Payet,Homme,25,Atacora,Développeur,IT,4/16/2022,343674.44,58771.1,Stage,402445.54
Anaïs Boutin,Homme,48,Ouémé,Développeur,Technique,8/26/2018,113388.01,25200.15,CDD,138588.16
Gilbert Valette-Launay,Femme,24,Atlantique,Développeur,Support,8/14/2017,193839.56,50079.6,CDD,243919.16
Thibaut Adam,Homme,58,Mono,Chargé de clientèle,RH,5/22/2019,352816.67,78322.75,CDI,431139.42
Pauline Techer,Femme,42,Alibori,Comptable,RH,2/18/2019,87019.09,18775.55,CDD,105794.64
Émile Pruvost,Femme,34,Collines,Manager,Technique,3/30/2020,359750.76,52591.85,CDD,412342.61
Agathe Baron-Langlois,Femme,50,Alibori,Commercial,IT,12/22/2019,482934.25,69282.89,Consultant,552217.14
Joséphine Ruiz,Homme,46,Donga,Comptable,Finance,4/21/2016,433093.03,39403.78,CDD,472496.81000000006
Vincent Gérard,Femme,22,Borgou,Commercial,Finance,2/2/2020,147972.56,43780.38,Stage,191752.94
Laure Diaz,Homme,39,Collines,Technicien,Finance,5/11/2017,445691.55,42509.29,CDI,488200.83999999997
Emmanuelle Couturier,Femme,41,Atacora,Manager,RH,4/1/2020,450480.67,5695.72,CDD,456176.38999999996
Thierry-Gilles Mendès,Femme,27,Collines,Manager,Support,3/8/2020,404115.88,97426.03,Consultant,501541.91000000003
Alice Tanguy de Wagner,Femme,26,Zou,Manager,RH,5/7/2023,450275.47,1837.24,Stage,452112.70999999996
Maurice Guichard,Femme,58,Mono,RH,RH,11/13/2015,432308,40786.11,CDD,473094.11
Lorraine Fleury,Femme,45,Couffo,Développeur,Commercial,4/29/2019,458738.85,103623.18,CDD,562362.03
Frédéric Jourdan Le Tanguy,Homme,56,Littoral,Comptable,Finance,6/24/2017,479436.97,39034.29,CDD,518471.25999999995
Jacqueline Descamps-Gilles,Homme,23,Borgou,Technicien,RH,2/3/2017,276723.84,63705.56,CDD,340429.4
Victoire Wagner-Lebrun,Femme,48,Collines,Manager,Commercial,8/3/2019,154503.64,36613.14,CDI,191116.78000000003
Maryse Regnier de Lambert,Femme,35,Mono,Commercial,Finance,7/31/2017,162688.76,25385.53,CDD,188074.29
Alfred Le Gall-Tessier,Femme,35,Atlantique,RH,Commercial,2/23/2022,236174.65,36616.5,Stage,272791.15
Madeleine Lenoir,Femme,47,Borgou,RH,IT,6/14/2021,81709.2,77.36,Consultant,81786.56
Anaïs Mallet Le Lefebvre,Femme,23,Alibori,Comptable,Technique,10/10/2022,294443.55,19488.33,Stage,313931.88
Auguste Guyon,Femme,31,Couffo,Développeur,IT,3/6/2021,419272.3,26681.22,Stage,445953.52
Catherine Le Jacques,Homme,25,Zou,Développeur,IT,11/15/2016,310441.25,46467.2,CDD,356908.45
Danielle Gaudin,Homme,56,Donga,RH,Commercial,5/18/2023,261844.42,248.28,CDD,262092.7
Frédéric Le Gall,Femme,28,Alibori,Chargé de clientèle,Commercial,9/7/2023,193371.03,4177.09,CDI,197548.12
Marcelle Couturier,Homme,43,Zou,Technicien,Support,2/1/2017,477646.78,113096.05,Stage,590742.8300000001
Margaud Normand du Petit,Femme,27,Zou,Manager,Support,3/11/2021,225900.22,60012.15,CDD,285912.37
Agathe Meunier,Femme,46,Zou,RH,RH,3/31/2017,479072.44,65741.51,Consultant,544813.95
Camille Charpentier de Roy,Femme,51,Borgou,Chargé de clientèle,Finance,6/26/2024,432113.21,7995.45,Stage,440108.66000000003
Anouk Lucas,Homme,53,Littoral,Commercial,RH,9/26/2023,437437.57,84024.16,CDI,521461.73
Astrid Jacquet,Homme,23,Collines,Comptable,Finance,7/16/2018,350686.82,6733.1,CDD,357419.92
Bernadette Gaudin du Paul,Homme,48,Ouémé,Technicien,RH,9/3/2021,107901.46,10952.11,CDI,118853.57
Luc Besson,Femme,50,Borgou,Technicien,IT,3/8/2017,138315.71,14947.54,Stage,153263.25
Élise Mary de la Rolland,Homme,32,Couffo,Développeur,Support,10/6/2021,485668.51,27266.12,Stage,512934.63
Aimé Fontaine,Femme,57,Borgou,RH,Commercial,4/1/2017,117256.57,21365.36,CDD,138621.93
Alfred Samson,Femme,49,Couffo,Technicien,Commercial,4/23/2021,98605,12694.04,Consultant,111299.04000000001
Jeanne Delmas,Homme,30,Atacora,Comptable,Support,9/7/2017,350119.79,73086.81,Stage,423206.6
René Guyon,Femme,52,Atlantique,Technicien,IT,11/6/2021,431404.01,39692.85,CDD,471096.86
Océane Duhamel,Femme,48,Collines,Manager,RH,2/5/2021,88751.59,16222.88,Consultant,104974.47
Alexandre Prévost,Femme,26,Zou,Comptable,Finance,8/15/2017,305270.89,70026.04,CDI,375296.93
David-Philippe Bertrand,Femme,47,Littoral,Commercial,Commercial,3/13/2020,138102.53,20170.28,Stage,158272.81
Robert Georges,Homme,44,Collines,RH,RH,7/5/2023,428309.03,1019.14,CDD,429328.17000000004
Thierry Mathieu,Homme,29,Borgou,Manager,RH,12/29/2023,121630.75,32305.15,Stage,153935.9
Adrienne Wagner,Femme,37,Ouémé,Technicien,Support,11/26/2020,343357.66,57918.89,CDD,401276.55
Valentine Toussaint,Homme,55,Collines,RH,Finance,12/27/2015,203353.87,46929.38,CDI,250283.25
Julien Roussel-Barbier,Homme,44,Mono,Comptable,Technique,8/1/2024,357168.94,5251.99,Consultant,362420.93
Colette Goncalves,Homme,45,Plateau,Commercial,IT,11/24/2020,490439.61,39354.31,Stage,529793.9199999999
Chantal Le Gall-Marchand,Femme,24,Alibori,RH,Commercial,3/31/2017,471413.5,67705.99,CDI,539119.49
Marcel Lelièvre,Homme,22,Ouémé,RH,Support,3/21/2016,403968.35,111393.22,Stage,515361.56999999995
Anouk du Guibert,Femme,22,Zou,Comptable,Commercial,7/24/2017,482770.88,50241.19,Consultant,533012.0700000001
Claude Valette,Femme,31,Collines,Manager,Commercial,4/27/2016,166484.08,849.95,CDD,167334.03
Arnaude Guérin-Weiss,Femme,55,Collines,Commercial,Commercial,4/5/2024,118124.49,34643.49,CDD,152767.98
Hélène-Marianne Brunel,Homme,53,Borgou,Comptable,Commercial,3/5/2021,389529.51,24806.52,CDD,414336.03
Martin Hernandez,Homme,33,Donga,RH,RH,5/7/2020,91515.09,12418.29,Consultant,103933.38
Rémy Navarro,Femme,31,Collines,Chargé de clientèle,Technique,7/17/2020,291562.72,25689.12,CDD,317251.83999999997
Philippe Le Bonnin,Femme,37,Alibori,Comptable,Finance,7/21/2023,110854.51,29369.61,CDD,140224.12
Gabriel Gomez,Femme,53,Alibori,Développeur,IT,3/11/2024,108073.78,22940.01,Consultant,131013.79
Françoise Dubois,Homme,58,Donga,Manager,Technique,1/24/2016,487805.28,35610.02,Consultant,523415.30000000005
Stéphane Maréchal,Homme,40,Zou,Chargé de clientèle,RH,6/20/2020,456603.8,71469.24,Stage,528073.04
Georges Peron,Homme,60,Atlantique,Chargé de clientèle,Finance,7/10/2016,335614.88,54479.07,Consultant,390093.95
Thibault Hamel,Femme,58,Zou,Comptable,Support,7/7/2022,299205.64,22195.29,Stage,321400.93
Capucine Guibert,Homme,50,Collines,Développeur,RH,7/27/2022,395713.2,114190.94,Consultant,509904.14
Isaac de la Nguyen,Femme,33,Ouémé,Comptable,IT,6/4/2019,192688.89,22995.18,CDD,215684.07
Camille Hubert-Rodrigues,Femme,49,Couffo,Chargé de clientèle,Commercial,10/4/2021,86693.77,1037.94,CDI,87731.71
Gilles Mary,Femme,60,Collines,Commercial,IT,5/9/2019,120279.35,22264.79,Consultant,142544.14
Margaux Martinez,Homme,51,Zou,Comptable,Support,2/4/2022,420100.9,24926.84,CDI,445027.74000000005
Édouard Mercier-Roussel,Homme,27,Alibori,Commercial,Commercial,8/24/2022,440798.24,116297.64,CDI,557095.88
Danielle Huet,Femme,28,Borgou,RH,Finance,10/26/2017,155796.77,37174.47,CDD,192971.24
Grégoire Giraud,Femme,44,Collines,Commercial,Finance,5/27/2023,326697.79,62779.26,Consultant,389477.05
Diane Merle,Homme,35,Atlantique,Comptable,Support,2/28/2021,275794.07,21025.02,CDI,296819.09
Christelle Arnaud,Homme,52,Littoral,Commercial,Commercial,7/12/2023,310738.36,89462.7,Stage,400201.06
Antoinette Texier-Petitjean,Homme,24,Atlantique,Commercial,Commercial,11/8/2020,300232.24,54715.82,Stage,354948.06
Adrien Bertrand-Mendès,Homme,34,Collines,RH,Finance,6/24/2022,410973.09,109723.66,Stage,520696.75
Denis Noël,Homme,52,Atacora,Technicien,Technique,1/31/2024,373616.86,31147.94,CDD,404764.8
Denis de la Fernandez,Femme,26,Collines,Manager,Technique,7/9/2019,350929.38,30683.7,Stage,381613.08
Adélaïde Lefort,Femme,33,Collines,Chargé de clientèle,IT,6/15/2020,414039.48,31851.87,Stage,445891.35
Arthur Auger,Femme,54,Couffo,RH,RH,8/6/2018,230345.98,853.24,CDI,231199.22
Emmanuel Royer,Homme,39,Mono,Technicien,IT,6/28/2019,291412.74,37784.14,CDD,329196.88
Gilles Lopes Le Mahe,Femme,45,Atacora,Commercial,Technique,4/5/2020,118847.96,28980.58,CDD,147828.54
Adélaïde Gillet,Femme,29,Borgou,Chargé de clientèle,Support,4/1/2018,454363.12,62422.97,CDD,516786.08999999997
Agathe Hoarau-Salmon,Homme,25,Plateau,Commercial,Commercial,9/11/2022,249760.63,52251.5,CDD,302012.13
Diane Cordier de la Garcia,Femme,23,Littoral,Commercial,Support,12/4/2017,280638.07,40239.58,CDI,320877.65
Guy du Charles,Homme,25,Atlantique,Manager,Technique,2/6/2022,402768.35,35566.01,CDI,438334.36
Benjamin Arnaud,Femme,39,Atlantique,RH,Finance,8/12/2020,123683.06,8691.48,Consultant,132374.54
Caroline Dumas-Reynaud,Homme,46,Alibori,Technicien,IT,4/16/2021,449985.35,25739.12,Consultant,475724.47
Astrid Legendre,Femme,32,Donga,Commercial,Commercial,12/23/2016,304572.77,64042.34,CDD,368615.11
Laurent Pascal Le Leclercq,Homme,40,Couffo,Technicien,Technique,9/25/2017,248288.85,3270.83,Consultant,251559.68
Juliette Duhamel,Femme,42,Collines,RH,Finance,3/9/2021,112805.02,29277.47,CDI,142082.49
François Delmas,Femme,29,Atlantique,Manager,Technique,10/22/2023,117677.44,1577.36,Consultant,119254.8
Timothée Chevallier,Homme,45,Atlantique,Développeur,RH,2/12/2019,96990.49,2876.63,CDI,99867.12000000001
Inès Pelletier,Femme,37,Littoral,Chargé de clientèle,Support,7/26/2018,91614.91,5541.23,Stage,97156.14
Margot de la Andre,Homme,44,Atlantique,Chargé de clientèle,RH,6/5/2023,299889.79,69498.82,CDI,369388.61
Jacques Charrier de la Dos Santos,Femme,35,Littoral,Chargé de clientèle,Technique,9/20/2019,155221.18,41891.55,CDI,197112.72999999998
Daniel Descamps,Femme,29,Atlantique,Comptable,Technique,2/25/2019,415437.64,843.24,Consultant,416280.88
Charles Voisin,Homme,41,Couffo,Chargé de clientèle,Support,12/2/2023,141642.17,9870.55,CDI,151512.72
Océane Carlier,Femme,42,Alibori,Chargé de clientèle,Finance,11/20/2018,332340.11,26013.51,Stage,358353.62
Philippine Le Poulain,Femme,31,Alibori,RH,Support,7/11/2018,445316.06,122384.99,CDI,567701.05
Alfred Traore-Blot,Femme,46,Plateau,Comptable,Support,1/6/2021,244253.36,40102.21,Stage,284355.57
Théodore Marion,Femme,41,Mono,RH,RH,8/24/2024,238874.18,42838.52,Consultant,281712.7
Henriette Lebon,Homme,51,Atlantique,Chargé de clientèle,Technique,11/28/2021,348851.98,4328.14,CDD,353180.12
Jacques du Perrin,Femme,45,Atacora,Manager,Support,8/22/2024,370510.91,9769.43,CDI,380280.33999999997
Jules-Benjamin Da Silva,Femme,58,Collines,Comptable,Finance,7/29/2019,81072.2,19953.22,Stage,101025.42
Amélie du Louis,Homme,35,Borgou,Développeur,Finance,8/11/2023,247798.66,43330.29,CDD,291128.95
Jacques Lecoq,Homme,52,Borgou,Commercial,IT,1/23/2018,270013.38,24728.36,CDD,294741.74
Maryse Léger,Femme,49,Ouémé,Développeur,Technique,7/9/2017,113218.18,14698.51,Consultant,127916.68999999999
Édouard du Masse,Homme,49,Couffo,RH,Commercial,9/3/2023,150745.17,23115.47,Stage,173860.64
Simone Pruvost du Gillet,Femme,34,Collines,Manager,Finance,3/23/2024,93314.15,19268.92,Stage,112583.06999999999
Timothée-Denis Rossi,Femme,48,Alibori,Comptable,Finance,8/4/2019,418014.27,71205.7,CDI,489219.97000000003
Aurélie Thierry,Homme,22,Borgou,Développeur,RH,6/9/2017,480086.75,96031.18,CDI,576117.9299999999
Nathalie Marchand,Homme,41,Collines,Comptable,Commercial,11/6/2023,152859.35,19756.77,Stage,172616.12
Isabelle Lemaire,Homme,56,Plateau,Chargé de clientèle,IT,3/16/2023,190230.28,18462.6,CDD,208692.88
Maurice-Étienne Buisson,Homme,22,Borgou,Commercial,IT,8/22/2020,478467.24,82228.3,Consultant,560695.54
Aimé Duval,Femme,43,Alibori,RH,Finance,1/21/2022,319948.68,14759.94,CDD,334708.62
Aimé Menard,Homme,25,Atlantique,RH,Support,9/20/2016,260930.21,14539.61,Consultant,275469.82
Anouk Pires,Femme,52,Alibori,Manager,RH,3/12/2023,408842.91,43777.75,CDI,452620.66
Alexandria Blin,Femme,27,Zou,RH,Commercial,5/18/2017,457776.13,9777.94,CDD,467554.07
Jacques Morin,Homme,47,Atlantique,Technicien,Finance,3/30/2018,216202.36,58207.01,CDI,274409.37
Jacques Rolland,Femme,28,Littoral,Chargé de clientèle,Support,9/2/2022,90176.27,22248.35,Consultant,112424.62
Frédéric Paris du François,Homme,37,Mono,Développeur,RH,7/25/2024,269684.73,33681.53,Consultant,303366.26
Bertrand Neveu,Femme,26,Collines,RH,Technique,7/8/2022,188687.07,4310.9,Stage,192997.97
Brigitte Richard,Femme,24,Littoral,Commercial,Commercial,8/16/2017,341515.95,24363.64,CDI,365879.59
Victor Le Marques,Homme,34,Ouémé,Commercial,Finance,1/23/2017,294005.99,60051.31,Stage,354057.3
Thierry Laporte,Femme,28,Mono,Commercial,RH,9/4/2019,488019.54,87119.48,CDI,575139.02
Martin du Valette,Femme,24,Zou,Développeur,RH,10/30/2020,137415.65,38118.06,CDI,175533.71
Marthe Berger Le Martineau,Homme,45,Collines,Manager,Support,3/28/2019,465862.04,94850.62,CDI,560712.6599999999
Étienne Diallo,Homme,33,Collines,Chargé de clientèle,Commercial,8/31/2024,107793.67,4173.77,CDD,111967.44
Maryse Dupont,Femme,56,Alibori,RH,Finance,10/22/2019,297737.96,62619.48,CDD,360357.44
Catherine Perrot,Femme,56,Zou,Technicien,IT,9/27/2024,191621.42,40882.16,Consultant,232503.58000000002
Isaac Pinto,Homme,31,Zou,Développeur,Support,3/30/2017,348830.1,27926.13,CDD,376756.23
Éléonore Morin,Homme,39,Zou,RH,Commercial,8/29/2019,482458.54,104939.85,Consultant,587398.39
Paulette David-Guyon,Femme,57,Atacora,Chargé de clientèle,Commercial,2/17/2024,374232.42,60760.47,Stage,434992.89
Caroline Ruiz,Homme,39,Littoral,Commercial,Commercial,3/6/2017,284205.11,24153.16,Consultant,308358.26999999996
Françoise Masson de Legrand,Homme,48,Donga,Développeur,Commercial,8/4/2023,380570.97,113516.89,CDI,494087.86
Cécile-Jacqueline Bertin,Homme,41,Zou,Chargé de clientèle,IT,1/9/2016,108531.32,23025.85,CDI,131557.17
Marcelle Dubois,Femme,52,Plateau,Comptable,Support,2/13/2019,443055.58,125243.24,Stage,568298.8200000001
Théophile Pierre,Femme,57,Atacora,Manager,Technique,2/16/2020,245908.89,29339.55,Consultant,275248.44
Céline Boucher-Lenoir,Homme,52,Mono,Comptable,RH,7/25/2020,191783.13,22273.32,Stage,214056.45
Caroline Mathieu de Cohen,Homme,38,Donga,Commercial,Finance,5/22/2016,303623.83,66867.34,CDI,370491.17000000004
Frédérique Martins,Femme,42,Donga,Manager,IT,10/10/2023,156577.22,33650.82,CDD,190228.04
Thierry Brunel,Homme,48,Atlantique,Chargé de clientèle,Support,10/5/2022,131570.9,7611.04,Consultant,139181.94
Catherine Thibault du Nguyen,Femme,26,Plateau,Commercial,Technique,12/12/2017,488688.14,6896.57,Stage,495584.71
Marcelle-Lorraine Lopes,Homme,57,Littoral,Manager,Commercial,3/1/2020,492828.03,39935.67,CDD,532763.7000000001
Jacqueline Roux-Morvan,Homme,27,Zou,Manager,IT,10/28/2021,252353.77,26482.47,CDD,278836.24
Joseph Berthelot,Homme,39,Ouémé,Comptable,IT,1/19/2017,380297.69,25858.56,CDD,406156.25
Alix Gonzalez Le Cohen,Femme,24,Zou,Développeur,Technique,6/7/2018,426024.93,102196.07,Consultant,528221
Luc-Auguste Lebon,Homme,42,Donga,Chargé de clientèle,Finance,2/18/2023,219661.39,35600.38,Consultant,255261.77000000002
Adrien Hoarau-Lévêque,Femme,40,Borgou,Manager,IT,4/29/2019,488707.5,103131.55,Consultant,591839.05
Hortense Pires,Femme,60,Atacora,Comptable,Commercial,8/15/2018,485195.32,13148.37,Consultant,498343.69
Richard-Grégoire Joseph,Femme,56,Littoral,Commercial,RH,4/22/2016,95421.43,9727.88,Stage,105149.31
Laurence Le Gall,Femme,36,Atacora,Manager,RH,7/15/2021,413231.68,79868.16,Consultant,493099.83999999997
Grégoire Goncalves de la Lelièvre,Homme,38,Atacora,RH,Support,10/24/2022,359866.21,81443.45,Consultant,441309.66000000003
Alfred Le Marchand,Homme,39,Atlantique,Manager,Technique,11/3/2017,456433.37,73754.12,CDI,530187.49
Antoine Alexandre,Homme,44,Zou,Commercial,Commercial,4/23/2021,376668.94,18768.27,CDD,395437.21
Auguste Gauthier,Femme,22,Alibori,Chargé de clientèle,Finance,12/19/2019,287003.21,73355.81,CDD,360359.02
Timothée Boulay,Femme,48,Atacora,RH,RH,12/27/2019,124175.6,29969.54,Stage,154145.14
Honoré Laine,Femme,57,Borgou,Commercial,IT,1/19/2021,186011.33,19310.43,CDD,205321.75999999998
Susanne-Jeanne Gilbert,Femme,53,Plateau,Chargé de clientèle,Commercial,12/10/2016,129259.85,26718.21,Stage,155978.06
Luc Paul,Femme,43,Plateau,Commercial,RH,10/8/2024,426363.95,120773.42,Consultant,547137.37
Christelle Moulin,Femme,34,Collines,Manager,RH,6/17/2017,206294.7,18649.93,CDI,224944.63
Susan Le Étienne,Homme,22,Borgou,Comptable,Finance,8/16/2023,286951.52,60173.94,Consultant,347125.46
Constance Lagarde,Femme,57,Borgou,Développeur,RH,9/19/2021,322669.95,67025.7,Stage,389695.65
Guy Bigot-Legros,Homme,48,Couffo,Chargé de clientèle,Commercial,1/13/2019,197730.95,41190.26,CDI,238921.21000000002
Roger Peron Le Laporte,Femme,36,Alibori,Comptable,IT,2/19/2019,141402.56,37908.28,Consultant,179310.84
Laurent Nicolas,Femme,39,Collines,RH,IT,5/9/2017,325336.24,92104.87,CDD,417441.11
Valérie Laroche de Boutin,Homme,56,Littoral,Chargé de clientèle,Commercial,7/4/2016,141016.79,10965.48,CDI,151982.27000000002
Margaux Leroy,Homme,55,Zou,Commercial,Finance,5/30/2023,90976.44,9890.79,Stage,100867.23000000001
Honoré Le Loiseau,Femme,50,Couffo,Chargé de clientèle,Commercial,4/3/2019,142783.56,40790.08,CDD,183573.64
Margaret Simon,Homme,33,Atlantique,Chargé de clientèle,Finance,12/10/2020,160168.42,31406.95,CDI,191575.37000000002
Anne de la Peron,Homme,41,Zou,Chargé de clientèle,Technique,12/6/2021,139222.06,14494.92,CDD,153716.98
Louis Lacroix-Berger,Femme,42,Mono,Technicien,Commercial,11/25/2018,428218.52,127501.91,Stage,555720.43
Sylvie Renault Le Mercier,Homme,23,Couffo,Manager,RH,8/16/2020,102446.69,416.97,Consultant,102863.66
Véronique Bernard de la Pinto,Homme,36,Zou,Technicien,Support,11/26/2020,294302.28,22600.87,CDD,316903.15
Laure Rivière,Femme,22,Donga,Technicien,Commercial,4/5/2024,355352.77,56102.86,CDD,411455.63
Martine Pruvost-Nicolas,Femme,53,Littoral,RH,Commercial,5/29/2019,108524.29,26552.21,CDD,135076.5
Patrick-Arthur Robert,Femme,45,Atacora,Commercial,Finance,4/14/2019,353680.56,90732.21,Consultant,444412.77
Anastasie Texier,Femme,60,Littoral,RH,Technique,5/30/2017,211754.67,24385.8,CDI,236140.47
Alphonse Huet,Homme,35,Atacora,Commercial,Finance,6/7/2019,436358.88,106277.44,Stage,542636.3200000001
Anastasie-Noémi Texier,Femme,49,Ouémé,Chargé de clientèle,RH,1/12/2020,480569.33,44950.22,Consultant,525519.55
Philippe de la Maillard,Homme,24,Donga,Comptable,IT,6/24/2018,244133.22,63825.22,Consultant,307958.44
Danielle Bertrand,Homme,38,Alibori,RH,Finance,11/24/2018,372557.22,39703.22,CDI,412260.43999999994
Sylvie Guérin,Homme,30,Ouémé,RH,Commercial,7/29/2023,315368.14,78789.07,Consultant,394157.21
Marthe de la Schmitt,Femme,30,Atlantique,Comptable,Technique,9/11/2021,434061.01,33101.72,CDI,467162.73
Alfred Couturier,Femme,56,Borgou,Comptable,IT,10/27/2016,269013.62,40028.24,Stage,309041.86
Agnès Gallet du Delorme,Homme,58,Donga,Commercial,RH,1/13/2023,172221.9,47394.32,Stage,219616.22
Marcel-Thomas Berger,Femme,56,Borgou,Développeur,RH,8/7/2024,190607,14933.51,CDI,205540.51
Yves Jacquet,Homme,37,Collines,RH,Technique,7/13/2023,386127.36,100803.21,CDD,486930.57
Marine Legros,Homme,25,Atacora,Manager,Commercial,12/31/2022,259741.9,1169.21,CDD,260911.11
Honoré Moreau Le Coulon,Femme,50,Donga,Commercial,IT,2/9/2016,462972.53,41760.71,Stage,504733.24000000005
Aimée Bailly,Femme,25,Borgou,Comptable,RH,3/21/2018,470487.06,138849.4,CDD,609336.46
Odette de la Hebert,Homme,31,Zou,Chargé de clientèle,IT,9/23/2018,242011.23,12157.2,Consultant,254168.43000000002
Geneviève Boutin,Homme,57,Atacora,Technicien,IT,8/2/2022,219773.95,20076.01,Consultant,239849.96000000002
Adrien Humbert,Femme,31,Alibori,Manager,Finance,6/25/2018,134891.63,30319.25,Stage,165210.88
Alexandre Regnier-Delaunay,Homme,47,Donga,Chargé de clientèle,IT,2/28/2021,263955.85,50180.6,Stage,314136.44999999995
Agathe Millet,Homme,25,Borgou,Comptable,Finance,7/24/2022,459169.91,42852.63,CDD,502022.54
Adélaïde Besson,Homme,27,Alibori,Développeur,IT,9/21/2021,486640.9,89572.17,CDI,576213.0700000001
